 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,1306623,5,0,30,0,6,6,6,0,0,0,0,0,22.95995096,3.826658493,326655.75,651677.2524,1304171,234,1306623,326655.75,651677.2524,1304171,234,0,0,0,0,0,0,0,0,0,100,0,3.826658493,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,2739394,4,0,24,0,6,6,6,0,0,0,0,0,8.761061753,1.460176959,913131.3333,1580957.67,2738664,240,2739394,913131.3333,1580957.67,2738664,240,0,0,0,0,0,0,0,0,0,80,0,1.460176959,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,80834293,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,144.2828231,0.17319382,6218022.538,22300000,80400000,3,80700000,11500000,30400000,80400000,100,154281,30856.2,68422.99052,153253,3,0,0,0,0,172,132,0.098967897,0.074225923,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,269289,0,269289,269289,80400000,0,80400000,80400000,DDoS
80,8767518,4,0,24,0,6,6,6,0,0,0,0,0,2.737376758,0.45622946,2922506,5061361.631,8766863,313,8767518,2922506,5061361.631,8766863,313,0,0,0,0,0,0,0,0,0,80,0,0.45622946,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,655,0,655,655,8766863,0,8766863,8766863,DDoS
80,7962799,4,0,24,0,6,6,6,0,0,0,0,0,3.014015549,0.502335925,2654266.333,4594723.5,7959796,995,7962799,2654266.333,4594723.5,7959796,995,0,0,0,0,0,0,0,0,0,80,0,0.502335925,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3003,0,3003,3003,7959796,0,7959796,7959796,DDoS
80,20896104,4,0,24,0,6,6,6,0,0,0,0,0,1.14853946,0.191423243,6965368,12100000,20900000,329,20900000,6965368,12100000,20900000,329,0,0,0,0,0,0,0,0,0,80,0,0.191423243,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,753,0,753,753,20900000,0,20900000,20900000,DDoS
80,700532,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,16605.95091,9.992405772,116755.3333,285536.4464,699604,6,862,431,299.8132752,643,219,700478,233492.6667,403664.4858,699604,6,0,0,0,0,72,92,4.282459616,5.709946155,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,41616,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,279387.7355,192.2337562,5945.142857,10604.37832,27876,93,29065,14532.5,19125.11711,28056,1009,41436,10359,13787.1893,29251,93,0,0,0,0,72,112,72.08765859,120.1460977,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2999948,5,0,30,0,6,6,6,0,0,0,0,0,10.00017334,1.666695556,749987,1499284.744,2998914,3,2999948,749987,1499284.744,2998914,3,0,0,0,0,0,0,0,0,0,100,0,1.666695556,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,100309543,9,5,62,11607,20,0,6.888888889,5.30199124,5840,0,2321.4,3173.373883,116.3299089,0.139567977,7716118.692,26800000,96900000,8,98500000,12300000,34200000,96900000,74,1800878,450219.5,899743.072,1799834,8,0,0,0,0,192,112,0.089722271,0.049845706,0,5840,778.3333333,2037.844508,4152810.238,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1638335,0,1638335,1638335,96900000,0,96900000,96900000,DDoS
80,708367,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,16422.27828,9.881883261,118061.1667,287839.844,705610,8,2388,1194,1213.395237,2052,336,708261,236087,406619.9896,705610,361,0,0,0,0,72,92,4.235092826,5.646790435,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,42163,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,275905.4147,166.0223419,7027.166667,16670.74456,41052,7,1002,501,442.648845,814,188,42081,14027,23409.83821,41052,7,0,0,0,0,72,92,71.15243223,94.86990964,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,9186427,5,0,30,0,6,6,6,0,0,0,0,0,3.265687519,0.544281253,2296606.75,4592307.519,9185068,3,9186427,2296606.75,4592307.519,9185068,3,0,0,0,0,0,0,0,0,0,100,0,0.544281253,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1359,0,1359,1359,9185068,0,9185068,9185068,DDoS
80,95013,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,122435.8772,84.19900435,13573.28571,35504.93105,94090,4,684,342,308.2985566,560,124,94968,23742,46899.7378,94090,4,0,0,0,0,72,112,31.57462663,52.62437772,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,8033049,4,0,24,0,6,6,6,0,0,0,0,0,2.987657613,0.497942935,2677683,4637255.134,8032324,326,8033049,2677683,4637255.134,8032324,326,0,0,0,0,0,0,0,0,0,80,0,0.497942935,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,725,0,725,725,8032324,0,8032324,8032324,DDoS
80,7303805,5,0,30,0,6,6,6,0,0,0,0,0,4.107448104,0.684574684,1825951.25,3651236.53,7302806,3,7303805,1825951.25,3651236.53,7302806,3,0,0,0,0,0,0,0,0,0,100,0,0.684574684,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,999,0,999,999,7302806,0,7302806,7302806,DDoS
80,44321,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,262471.5146,203.0640103,5540.125,15401.56736,43655,2,544,272,354.9676042,523,21,44283,8856.6,19454.3028,43655,2,0,0,0,0,72,132,67.68800343,135.3760069,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,10228599,4,0,24,0,6,6,6,0,0,0,0,0,2.34636239,0.391060398,3409533,5905049.641,10200000,240,10200000,3409533,5905049.641,10200000,240,0,0,0,0,0,0,0,0,0,80,0,0.391060398,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,502,0,502,502,10200000,0,10200000,10200000,DDoS
80,102067113,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,114.2091675,0.127367177,8505592.75,27300000,95000000,4,101000000,14400000,35600000,95000000,4,1129798,282449.5,549362.5755,1106344,182,0,0,0,0,172,112,0.078379801,0.048987376,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1960,0,1960,1960,50500000,63000000,95000000,5941899,DDoS
80,256101,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,45423.48527,31.23767576,36585.85714,95827.40421,253899,3,1492,746,1050.760677,1489,3,256047,64011.75,126592.8107,253899,161,0,0,0,0,72,112,11.71412841,19.52354735,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,9258776,4,0,24,0,6,6,6,0,0,0,0,0,2.592135289,0.432022548,3086258.667,5345553.352,9258772,1,9258776,3086258.667,5345553.352,9258772,1,0,0,0,0,0,0,0,0,0,80,0,0.432022548,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,9258772,0,9258772,9258772,DDoS
80,86225153,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,135.2621549,0.139170527,7838650.273,22900000,76400000,4,84500000,12100000,28500000,76400000,58,1729992,576664,998144.5801,1729222,4,0,0,0,0,172,92,0.092780351,0.046390176,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,684,0,684,684,42200000,48400000,76400000,8048248,DDoS
80,928921,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,12516.67257,8.612142475,132703,345732.5968,916692,18,11819,5909.5,8016.469578,11578,241,928850,232212.5,456352.2608,916692,191,0,0,0,0,72,112,3.229553428,5.382589047,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,55071,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,211127.4537,145.2670189,7867.285714,12896.92437,27516,75,27030,13515,17680.49796,26017,1013,54996,13749,15654.06863,27516,191,0,0,0,0,72,112,54.4751321,90.79188684,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,158317,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,73441.26026,63.16441064,17590.77778,42673.14391,128517,0,29013,14506.5,20515.28904,29013,0,158219,26369.83333,51381.48102,128517,16,0,0,0,0,72,152,18.94932319,44.21508745,0,4380,1057,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,219336,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,53009.9938,36.47372068,31333.71429,80938.93503,214865,125,3729,1864.5,2460.024492,3604,125,219207,54801.75,106721.6449,214865,198,0,0,0,0,72,112,13.67764526,22.79607543,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,91406286,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,127.5951634,0.164102499,6529020.429,23900000,89600000,1,91100000,11400000,31600000,89600000,1,301787,60357.4,120825.3115,275564,10,0,0,0,0,192,132,0.0984615,0.065641,0,5840,729.3125,1589.473738,2526426.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1538980,0,1538980,1538980,89600000,0,89600000,89600000,DDoS
80,10451733,5,0,30,0,6,6,6,0,0,0,0,0,2.870337388,0.478389565,2612933.25,5224529.188,10400000,1,10500000,2612933.25,5224529.188,10400000,1,0,0,0,0,0,0,0,0,0,100,0,0.478389565,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2006,0,2006,2006,10400000,0,10400000,10400000,DDoS
80,141696,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2375.523332,82098.29494,63.51626016,17712,49677.71133,140656,2,916,458,626.4966081,901,15,141647,28329.4,62793.6906,140656,2,0,0,0,0,72,132,21.17208672,42.34417344,0,5840,1163.3,2031.339572,4126340.456,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1656903,4,0,24,0,6,6,6,0,0,0,0,0,14.48485518,2.41414253,552301,956610.795,1656900,1,1656903,552301,956610.795,1656900,1,0,0,0,0,0,0,0,0,0,80,0,2.41414253,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,33390,3,8,26,11601,20,0,8.666666667,10.26320288,2920,0,1450.125,1102.941578,348218.0294,329.4399521,3339,8348.014494,26533,3,5991,2995.5,4232.034085,5988,3,33277,4753.857143,9858.924154,26533,15,0,0,0,0,72,172,89.84725966,239.5926924,0,2920,968.9166667,1131.093715,1279372.992,0,0,0,1,0,0,0,0,2,1057,8.666666667,1450.125,72,0,0,0,0,0,0,3,26,8,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,12220,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,951472.9951,654.6644845,1745.714286,3190.357802,8750,6,8995,4497.5,6351.940215,8989,6,11981,2995.25,4299.643813,9264,188,0,0,0,0,72,112,245.4991817,409.1653028,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,94856018,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,122.9547713,0.147592112,7296616.769,23700000,85800000,2,94700000,13500000,32000000,85800000,3,159945,31989,70983.34529,158966,2,0,0,0,0,172,132,0.08433835,0.063253762,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2001,0,2001,2001,47300000,54400000,85800000,8900838,DDoS
80,125989,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1762.272815,92333.45768,79.37200867,13998.77778,41512.60754,124697,2,970,485,681.6509371,967,3,125831,20971.83333,50815.82457,124697,2,0,0,0,0,72,152,23.8116026,55.56040607,0,4380,1057.545455,1599.303183,2557770.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,43891,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,264906.245,159.4859994,7315.166667,17483.84451,43002,2,43053,21526.5,30440.23982,43051,2,43842,14614,24702.18369,43137,189,0,0,0,0,72,92,68.3511426,91.1348568,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1221177,5,0,30,0,6,6,6,0,0,0,0,0,24.56646334,4.094410556,305294.25,607254.208,1216172,1,1221177,305294.25,607254.208,1216172,1,0,0,0,0,0,0,0,0,0,100,0,4.094410556,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,870086,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,13363.04687,9.194493418,124298,315830.1074,840113,19,29477,14738.5,20460.13471,29206,271,870067,217516.75,415296.0627,840113,164,0,0,0,0,72,112,3.447935032,5.746558386,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1837706,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,6330.174685,4.353253458,262529.4286,694280.6938,1837010,1,469,234.5,330.2188668,468,1,1837705,459426.25,918389.1889,1837010,5,0,0,0,0,72,112,1.632470047,2.720783411,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
